M,0,0,10
M,0,2,9
M,0,3,9
M,0,5,9
M,0,6,9
M,0,11,8
M,0,13,9
M,0,16,10
M,0,22,8
M,0,25,10
M,0,32,10
M,0,34,10
M,0,38,10
M,0,42,10
M,0,45,9
M,0,46,9
M,0,47,9
M,0,50,10
M,0,52,10
M,0,55,10
M,0,60,8
M,0,61,10
M,0,63,8
M,0,66,10
M,0,67,10
M,0,69,8
M,0,75,8
M,0,77,10
M,0,79,9
M,0,80,9
M,0,83,9
M,0,90,9
M,0,92,9
M,0,96,9
M,0,98,8
M,1,2,10
M,1,10,8
M,1,17,10
M,1,23,8
M,1,24,8
M,1,25,10
M,1,39,9
M,1,46,9
M,1,48,8
M,1,51,10
M,1,53,10
M,1,60,8
M,1,62,8
M,1,67,8
M,1,68,9
M,1,70,10
M,1,71,9
M,1,74,9
M,1,75,8
M,1,77,8
M,1,84,8
M,1,86,10
M,1,94,9
M,2,3,10
M,2,7,10
M,2,9,8
M,2,14,8
M,2,18,9
M,2,29,8
M,2,39,8
M,2,40,10
M,2,42,10
M,2,46,8
M,2,47,10
M,2,60,9
M,2,61,8
M,2,65,9
M,2,67,10
M,2,73,8
M,2,75,9
M,2,77,8
M,2,78,10
M,2,86,8
M,2,88,10
M,2,90,9
M,2,98,9
M,2,99,9
M,3,2,10
M,3,4,8
M,3,8,10
M,3,9,9
M,3,12,8
M,3,15,8
M,3,22,9
M,3,25,10
M,3,30,8
M,3,37,8
M,3,39,8
M,3,45,9
M,3,49,8
M,3,50,9
M,3,53,10
M,3,55,8
M,3,58,9
M,3,60,9
M,3,61,9
M,3,68,10
M,3,70,10
M,3,75,9
M,3,78,8
M,3,86,10
M,3,88,10
M,3,89,10
M,3,90,10
M,3,91,10
M,4,0,9
M,4,5,9
M,4,6,9
M,4,11,9
M,4,13,8
M,4,14,9
M,4,16,10
M,4,18,10
M,4,19,9
M,4,29,9
M,4,30,8
M,4,33,9
M,4,35,9
M,4,39,10
M,4,41,9
M,4,51,9
M,4,56,8
M,4,59,8
M,4,62,8
M,4,66,10
M,4,67,9
M,4,70,10
M,4,72,8
M,4,74,9
M,4,77,8
M,4,78,10
M,4,82,8
M,4,89,8
M,4,91,10
M,4,95,8
M,5,1,10
M,5,4,8
M,5,6,9
M,5,7,9
M,5,8,10
M,5,14,10
M,5,15,8
M,5,16,10
M,5,17,8
M,5,24,10
M,5,28,9
M,5,34,8
M,5,36,10
M,5,37,8
M,5,39,8
M,5,46,9
M,5,50,8
M,5,53,8
M,5,56,8
M,5,57,10
M,5,64,9
M,5,75,10
M,5,88,8
M,5,90,10
M,5,91,8
M,5,95,8
M,5,98,8
M,5,99,10
M,6,1,8
M,6,4,9
M,6,7,10
M,6,11,8
M,6,12,8
M,6,14,8
M,6,25,8
M,6,26,9
M,6,28,8
M,6,34,10
M,6,35,8
M,6,36,10
M,6,39,10
M,6,40,9
M,6,42,8
M,6,43,8
M,6,45,8
M,6,51,10
M,6,52,9
M,6,53,8
M,6,59,8
M,6,63,9
M,6,64,9
M,6,65,10
M,6,70,8
M,6,72,9
M,6,82,10
M,6,86,10
M,6,87,9
M,6,90,10
M,6,92,8
M,6,95,8
M,7,0,8
M,7,2,10
M,7,3,9
M,7,14,9
M,7,15,10
M,7,17,8
M,7,27,8
M,7,28,9
M,7,35,8
M,7,42,8
M,7,43,9
M,7,44,9
M,7,69,9
M,7,70,9
M,7,81,10
M,7,87,9
M,7,89,8
M,7,91,9
M,7,93,10
M,7,95,9
M,7,97,8
M,8,2,8
M,8,5,8
M,8,9,10
M,8,13,10
M,8,14,9
M,8,17,9
M,8,18,8
M,8,22,10
M,8,27,10
M,8,30,9
M,8,34,9
M,8,35,8
M,8,38,10
M,8,45,8
M,8,50,10
M,8,54,8
M,8,58,9
M,8,63,8
M,8,66,8
M,8,70,9
M,8,75,10
M,8,85,10
M,8,86,9
M,8,88,9
M,8,89,9
M,8,93,8
M,8,96,10
M,8,97,9
M,8,98,10
M,9,0,8
M,9,2,10
M,9,5,10
M,9,11,9
M,9,12,9
M,9,21,8
M,9,23,8
M,9,24,9
M,9,25,9
M,9,26,10
M,9,27,9
M,9,32,9
M,9,35,8
M,9,37,8
M,9,41,10
M,9,42,10
M,9,64,8
M,9,66,9
M,9,67,9
M,9,69,10
M,9,71,10
M,9,74,10
M,9,77,9
M,9,78,10
M,9,79,9
M,9,82,10
M,9,84,9
M,9,85,9
M,9,87,9
M,9,89,9
M,9,90,9
M,9,94,9
M,9,97,10
M,10,2,8
M,10,3,9
M,10,6,10
M,10,8,8
M,10,15,10
M,10,16,8
M,10,17,10
M,10,25,8
M,10,29,10
M,10,30,9
M,10,31,10
M,10,34,9
M,10,47,10
M,10,49,9
M,10,58,9
M,10,62,8
M,10,69,10
M,10,70,9
M,10,72,8
M,10,73,9
M,10,82,9
M,10,85,10
M,10,90,10
M,10,93,9
M,10,97,10
M,11,0,9
M,11,1,10
M,11,2,9
M,11,4,9
M,11,5,10
M,11,7,9
M,11,16,9
M,11,18,10
M,11,32,9
M,11,40,10
M,11,44,9
M,11,48,8
M,11,49,10
M,11,56,8
M,11,61,9
M,11,66,10
M,11,71,8
M,11,79,10
M,11,83,10
M,11,88,8
M,11,89,8
M,11,94,10
M,11,96,9
M,12,1,8
M,12,2,8
M,12,4,9
M,12,7,8
M,12,9,10
M,12,15,8
M,12,17,8
M,12,18,9
M,12,19,8
M,12,21,9
M,12,24,10
M,12,26,10
M,12,27,9
M,12,29,9
M,12,31,8
M,12,34,9
M,12,35,8
M,12,40,9
M,12,49,10
M,12,50,9
M,12,51,8
M,12,53,10
M,12,58,9
M,12,66,8
M,12,79,8
M,12,83,8
M,12,85,10
M,12,86,8
M,12,89,9
M,12,92,9
M,12,94,9
M,13,0,10
M,13,4,9
M,13,6,9
M,13,10,9
M,13,12,8
